enrollee_id,target
21843,0
17162,1
15259,0
14487,0
8055,0
4922,0
20653,0
707,0
1131,0
22219,0
10454,0
14740,1
12183,1
22052,0
8677,0
29432,0
6812,0
14890,0
9569,0
6389,0
14622,1
24586,0
9463,0
6379,0
30514,0
12349,0
6995,0
13311,0
26275,1
30814,0
20823,0
18810,1
79,1
16177,0
16141,0
5417,0
24280,0
9393,1
22112,0
11003,0
12631,0
6326,0
24870,0
18170,0
33254,1
11821,0
24937,1
15837,1
31083,1
15436,1
13102,0
30277,0
4475,0
4072,0
11085,0
3878,0
33104,0
17304,0
23719,1
22348,0
18320,1
27959,1
11655,0
26713,0
3248,0
32877,1
25363,0
22573,0
440,0
27697,0
10792,0
30509,0
28149,1
24708,1
32836,0
16372,0
33292,1
32619,0
29606,0
11430,1
10967,1
17375,1
26025,1
19795,1
10554,0
8311,0
5801,0
6010,0
31210,0
24714,1
5203,1
7193,0
1695,0
16625,1
23714,0
21967,0
33342,0
29737,0
9846,0
3965,0
15430,0
20911,1
6724,0
21442,1
12716,0
18,0
26402,0
26214,0
21033,0
19073,0
6775,0
26126,0
28673,1
15012,0
10930,0
7610,1
12931,0
6502,0
29945,0
14523,1
15470,1
2485,0
24355,0
6407,0
14425,1
20116,1
27786,0
15868,1
26755,0
10285,0
18289,0
13687,0
27535,0
25850,1
12830,0
17967,0
12217,0
19215,0
27139,1
32862,1
24887,0
19378,0
29769,0
18907,0
23572,0
7991,1
6448,0
30878,0
4606,0
4367,1
27114,0
8023,0
3708,0
25403,0
20140,1
26455,0
19618,0
18497,0
31798,0
30076,0
32953,0
4302,0
4980,0
7951,0
15106,0
15211,1
4635,0
17529,1
8852,0
1794,0
13720,0
11292,1
24062,1
33188,0
22896,1
17781,0
10602,0
28433,0
27490,0
31489,0
15297,0
21585,0
11651,0
26674,0
13870,0
24222,0
24054,1
15241,0
14204,0
18130,0
28603,0
23984,0
26129,1
16438,0
18892,0
3498,0
32720,1
4828,1
29201,0
33126,0
11950,0
24127,0
13149,0
23157,0
18791,1
2181,0
23931,0
16466,0
33358,1
17268,0
31935,0
24091,1
6060,0
9337,0
15998,0
21129,0
3223,0
28211,0
18999,0
21176,0
32958,0
23835,0
25327,0
27678,0
23741,1
28820,1
17500,0
14295,0
32617,0
893,0
17725,0
28991,1
10175,0
1783,0
14496,0
9147,0
17370,1
22997,0
31011,0
20828,0
2991,0
30340,0
7160,1
9448,0
12062,1
18498,0
9485,0
25817,0
25834,0
22816,0
27753,0
15597,0
23247,0
4124,0
9598,1
19454,1
14642,0
3438,1
12474,0
10669,1
23609,0
32614,0
4568,0
12469,0
13864,0
365,0
6525,0
26682,0
19560,1
33255,1
32882,0
21225,0
18441,1
33049,0
7710,0
11323,0
32733,1
25690,1
12503,0
12310,0
15250,0
13277,0
30041,1
22238,0
9180,0
2015,1
3758,0
31014,0
2311,0
16796,0
26094,0
13138,0
32165,0
13547,0
10756,0
13583,0
23623,0
9001,0
16787,0
5775,0
20785,0
28699,0
24337,0
22966,0
3133,0
32482,0
29879,0
10209,0
1926,0
28490,0
8093,0
7452,0
17465,1
30817,0
23295,0
12104,0
5989,1
11542,0
30339,0
11696,0
6449,0
18824,0
23056,0
299,0
26304,0
31586,0
28453,0
18859,0
23001,0
16784,0
22595,0
730,0
12757,1
32758,0
5306,0
23328,1
28336,0
6304,0
32427,0
31368,0
13273,1
31023,0
16948,0
1161,0
27629,1
21443,1
13383,0
10293,1
11265,0
1973,0
14800,0
32820,1
30794,0
32341,1
9499,0
23511,0
20167,0
16791,1
22494,1
31405,1
29916,1
12101,0
12770,0
22723,0
6025,0
21276,0
1943,1
26974,0
30205,0
10668,0
7515,0
27419,0
1102,0
23981,0
6277,0
13345,0
23325,1
31769,0
18478,0
20302,1
16067,0
6426,0
1343,0
28531,1
13173,0
12256,1
7612,0
28866,0
33128,0
20747,0
10240,0
15160,0
12284,0
25888,1
1427,0
22403,1
21667,1
25916,0
12121,0
28320,1
14522,1
28500,0
10371,0
10028,0
29671,0
4482,0
23392,1
5879,0
8861,0
21196,0
10724,0
12657,0
2150,0
24763,1
21813,0
6480,0
29174,0
8007,0
8388,0
32631,1
10116,0
1708,1
13487,0
24199,0
14341,0
16990,1
24834,0
16105,1
10758,0
17702,1
3144,0
20359,0
30558,1
32546,0
20555,0
12190,0
30511,0
16333,1
19605,1
14171,1
10933,0
14379,0
11388,1
28042,0
23013,1
30970,0
9052,0
5832,1
26270,1
29151,0
7545,0
28589,0
1709,0
21227,1
10205,0
17483,1
5710,0
30916,0
2832,0
25810,0
33068,0
16735,1
9930,0
24345,1
700,0
29600,0
19438,0
19266,0
18670,0
12660,0
12129,0
13955,0
18667,0
33153,0
14151,1
4046,0
25432,1
5978,0
32799,0
273,0
10238,0
264,0
17510,0
24901,0
33318,1
12800,1
17237,1
13992,0
15125,1
15213,1
889,1
28843,0
25273,1
29598,1
21642,0
25912,1
29086,0
6021,0
25285,1
5180,1
19649,1
31008,0
9412,0
4133,0
5875,0
4536,0
27046,0
16041,0
19718,0
4118,0
3867,0
27539,0
7765,1
32605,0
20048,0
29460,1
15004,0
18404,0
4318,0
674,0
32802,0
11248,1
13649,1
17132,1
8836,0
1101,0
8606,0
14793,0
10938,1
31862,0
33330,0
28774,0
31370,0
31628,1
11275,0
1866,1
23958,0
17281,1
7739,0
7155,0
6482,0
21474,0
628,1
28931,0
24975,0
14107,0
1471,0
24191,0
18127,1
15336,0
1742,0
21691,0
15753,1
12402,0
30354,0
16447,0
11933,1
28214,0
26261,1
22946,0
23366,0
23311,0
11964,1
20012,0
2549,0
11673,0
22196,0
21236,0
9385,0
31873,0
24850,0
27373,0
25179,0
7786,1
29672,1
2108,0
5991,0
27153,0
32082,0
15222,1
31579,0
32485,1
26551,0
7726,1
22372,1
20065,0
26582,0
23831,1
3052,1
16437,0
14361,0
3060,0
22797,0
9067,0
18803,0
24456,1
14203,0
31211,0
26423,0
14582,0
6511,1
8978,0
9634,0
2780,0
3048,0
15051,0
17357,0
12504,1
29357,0
15818,0
26132,0
3918,0
19030,0
5734,1
14847,1
11713,1
3846,0
29556,1
8667,0
11045,1
9739,1
16711,1
29918,1
31713,1
29486,1
15264,0
1075,0
328,0
29628,0
27370,0
18754,0
12225,0
30653,0
9162,0
27115,0
3932,0
25102,1
15912,0
33340,0
27462,0
4505,0
32415,0
28509,1
1641,0
33245,1
10406,1
1613,0
20608,1
27880,1
26398,1
7159,0
18281,0
31967,0
26955,0
19290,0
6838,0
2353,1
26351,1
31075,0
10002,1
12048,0
19068,0
2501,0
20741,1
10893,0
31767,1
27709,0
31782,0
28653,1
867,1
29820,0
31248,0
32697,0
26854,0
14848,1
9503,0
33304,1
10653,0
9094,0
23715,0
10885,0
28459,0
6593,0
14381,1
13010,0
6990,0
21696,0
18572,0
9110,0
2800,0
5366,0
15705,1
13484,0
11347,0
24895,1
13858,0
10611,0
19645,1
17585,0
32241,0
12794,0
21596,0
6665,1
7194,0
2929,1
33054,0
8585,0
15942,0
16470,0
21956,1
21692,0
32945,1
11530,0
21105,0
17639,0
22181,1
5176,1
17931,1
10923,0
18686,0
16404,0
3353,0
24107,1
3029,0
24377,0
11709,0
6278,0
6157,0
4487,0
8111,0
19832,0
30630,1
18835,1
23987,1
24671,0
17679,0
21192,0
4029,0
28907,0
7826,0
20728,0
15217,1
19737,0
10333,0
31422,0
5763,0
10648,0
1922,1
8237,1
26505,0
4198,0
12512,1
6866,0
19120,0
13759,0
3436,0
9290,0
10515,1
20766,1
10364,0
8906,0
4182,0
28141,0
12943,0
26762,0
22100,0
5549,0
8001,0
14176,1
20988,1
10096,0
18688,1
32990,1
18908,0
8739,0
29900,1
6372,0
15178,0
9226,1
819,1
6014,0
7537,0
30685,0
31595,0
23812,0
16712,0
7174,0
28081,0
1218,0
8899,0
5181,1
840,0
2935,1
5107,0
4822,1
31920,0
29220,0
21501,1
13500,1
5210,0
10443,0
11068,1
27205,1
9921,0
10186,0
28508,0
24021,1
31611,1
16681,0
12895,0
19356,0
27663,0
25779,0
24349,0
25613,0
27310,0
16109,1
30452,0
9378,0
2688,1
21183,0
8221,0
4266,0
15775,0
6604,0
31510,0
19544,1
10321,0
5464,0
17611,1
11664,0
15407,1
21266,1
25555,1
32348,0
3858,1
29955,1
19583,0
12785,0
21361,1
11823,0
28681,1
5030,0
17170,0
16653,1
16347,0
25439,0
12595,0
11985,0
20813,0
24516,0
17887,1
18968,0
13347,1
3163,0
22439,0
1323,0
32115,0
28992,0
5703,0
382,0
2075,1
32708,0
5562,0
24662,0
8887,1
8769,0
15599,1
23446,1
21751,1
15579,0
31529,0
10730,0
29811,0
22534,0
11435,0
9305,0
14761,1
20683,1
3205,1
10501,1
11015,0
20928,0
20583,0
31675,0
23684,0
933,0
33144,0
3126,0
9108,0
18726,0
7772,0
27493,0
31691,0
21156,1
7968,0
9973,0
18189,0
12362,1
8547,0
2691,0
13824,0
9370,0
24630,1
28165,0
25301,0
7828,1
26339,0
20296,1
6355,0
22609,0
4730,0
28200,1
20806,0
16667,0
24034,1
27659,0
28881,1
22113,0
2021,0
16586,0
14728,0
7713,0
32980,1
26251,0
21255,0
26830,0
6529,0
9884,1
8238,1
13251,0
8086,0
10607,1
1719,0
12133,0
25630,0
6079,0
28767,1
11164,0
6849,0
16729,0
23197,0
31519,1
19450,0
29499,0
3716,0
23519,0
29485,1
25346,1
28853,1
9687,0
14943,1
3746,0
8270,1
24427,0
28474,0
28418,0
26477,0
32559,0
20681,0
26015,0
30569,0
1735,0
27272,0
19059,0
9111,0
12477,0
1616,0
24564,0
13922,0
2029,0
17030,0
20529,1
25583,1
6958,0
20341,0
15199,1
25388,1
2602,0
3729,0
28089,0
21471,1
8251,0
28157,0
1294,1
31964,0
33081,0
13016,0
15949,0
26687,0
4653,0
6800,0
21215,0
11037,0
9597,1
17642,0
7590,0
10631,1
19448,1
21608,0
31953,0
3961,0
7451,1
2384,0
24511,0
31932,1
10365,0
26853,1
19495,0
15017,0
28860,0
20171,0
2975,0
31553,0
16892,1
26849,1
26067,1
14073,0
5250,0
2994,0
7167,0
30284,0
18309,1
18951,0
14133,0
32615,0
29968,1
27421,1
17508,0
19407,0
7721,0
11577,0
11498,1
7278,1
27202,1
4016,0
24248,0
7412,0
1874,1
3145,0
2939,0
14043,1
26891,0
23391,0
12375,1
23903,1
10615,1
31171,0
23083,0
33131,0
3674,0
17093,0
31987,0
6696,0
20301,0
24874,0
29819,0
11499,0
30715,0
18813,1
20220,1
3581,0
28587,0
1671,0
28977,0
16222,0
15399,0
14830,0
16330,1
33380,0
977,0
681,0
7495,1
30418,0
16969,0
18480,0
22044,0
9203,0
15897,0
13624,0
20062,0
9855,0
26006,0
8782,0
19931,1
13007,0
10219,0
27783,0
19131,0
7956,0
3845,0
28624,0
19669,0
27715,0
7190,0
28075,0
32502,0
28517,0
2572,0
8634,0
24281,0
16479,1
29705,1
5311,1
32590,1
13575,0
19782,0
14336,0
4335,0
26182,0
31612,0
23175,0
15041,0
26416,0
26048,0
3162,0
4880,0
23144,0
10996,0
22619,1
15968,0
33150,1
33056,1
9264,0
28291,0
4392,0
3300,0
30825,0
30500,0
22662,0
10417,1
6777,0
12333,1
11021,0
241,0
30935,0
29164,0
19711,1
4775,0
26429,0
8464,1
21021,0
29504,0
898,1
10524,0
22051,1
28245,0
28221,1
9917,0
24567,1
14526,0
32662,1
9853,0
20176,0
29611,1
27473,1
5237,0
1331,0
19844,0
6700,0
21080,1
10257,0
26844,0
31093,1
15688,0
24563,1
26780,0
25317,1
33374,0
5396,0
23642,1
2283,0
29822,0
5555,0
29851,0
20294,0
24562,0
1485,0
7471,0
10243,0
1051,1
27955,1
5490,0
16583,1
32032,0
5454,0
3058,0
4705,0
14732,0
26569,0
33256,0
5789,1
28019,1
21908,0
16494,0
21446,1
12707,0
14283,0
15959,0
29154,1
11379,0
9401,0
22256,0
12452,0
7723,0
20075,0
8999,1
28690,0
16770,1
3329,1
1553,0
8773,0
1162,0
32989,0
30888,0
27188,0
20136,0
2836,0
861,0
31506,0
21960,0
6385,0
26170,1
32328,0
27935,0
13265,0
27763,0
18895,0
8661,0
5139,0
9801,0
19670,1
13713,0
22355,0
20277,0
17076,0
11496,0
20258,0
21784,0
16644,0
14396,0
29130,1
11557,0
23230,0
24420,0
32391,0
3301,0
22944,0
8776,0
26043,0
32512,0
9168,0
27993,1
5061,0
19716,0
32221,0
13378,0
24146,0
10170,0
19805,1
7542,0
7256,1
19374,0
30694,0
12107,0
6608,0
27482,1
9366,1
24172,1
25410,1
32351,0
23481,1
6494,1
14572,1
6220,0
23388,1
18543,0
31280,0
12671,1
11676,1
33238,0
32215,0
2904,0
17398,1
1338,0
7580,1
19749,0
28748,0
17073,1
17226,0
32846,1
16388,0
27875,0
32968,0
1652,1
20060,0
10992,0
18654,0
6627,0
15800,0
30730,0
19049,0
21403,0
25998,0
23807,0
30378,0
11092,0
4657,0
9316,1
31771,0
17742,0
26947,0
4708,0
30391,0
16095,0
21031,1
24770,0
11892,0
15315,0
31497,0
18134,0
21701,0
3742,0
2198,1
31698,1
364,0
5815,0
24632,0
31830,0
19277,1
9394,0
14380,0
28067,0
28108,1
27662,1
24805,0
27079,0
15813,0
30499,0
22287,0
1912,1
16545,0
18973,0
3692,0
16292,1
19090,0
32807,0
2713,0
21486,0
27986,0
27288,1
32562,1
33235,1
25059,0
10154,0
28567,0
27480,0
33013,0
14763,0
15612,0
15052,0
15045,0
1606,0
19973,0
12198,0
27791,1
23321,1
14129,0
11302,0
26669,0
2482,0
32974,0
19833,0
22626,0
30349,0
27738,0
5666,1
27821,0
4277,1
16130,0
19635,0
32223,0
9092,0
12485,0
19536,1
8777,0
1902,0
17774,0
15078,1
11176,0
25455,0
25053,1
16781,0
25922,0
6607,1
29062,1
10203,1
24835,1
31237,1
28398,0
6007,0
3479,0
9099,1
15756,0
29971,1
3702,0
26024,0
20706,1
2905,0
18076,0
30287,1
11450,0
29675,0
4779,0
14765,0
28791,1
30634,1
2052,0
13577,1
10087,0
24915,1
33069,0
9300,0
32572,0
31287,0
33360,1
25971,0
62,0
31051,0
5620,1
8608,1
9034,1
6655,0
21468,1
27374,0
20325,0
2953,0
11343,1
27137,0
27485,0
26540,0
20225,1
29843,1
20182,0
19948,0
17369,0
22369,0
25641,0
16539,0
21754,0
24201,1
24320,0
6428,0
19315,0
25018,0
14865,1
25927,1
7406,0
29698,1
27355,0
33192,1
17819,0
6410,0
3465,0
1780,0
1034,0
10058,0
814,0
14058,0
29673,0
23711,0
3536,0
13541,1
10059,0
758,0
7819,0
12564,0
19483,0
8365,1
32018,1
31631,0
10888,0
9864,1
29349,0
32326,0
15604,0
12900,0
4964,0
27449,0
16938,0
19735,0
7221,0
29512,0
24656,0
6513,0
11160,0
14608,0
569,0
7068,0
32792,0
21708,0
14490,0
22182,1
12571,0
19531,0
6858,0
24041,1
27333,0
23591,1
27556,0
15328,0
5740,0
14472,1
22585,0
9738,1
27567,0
19292,0
17419,0
23754,1
22927,1
26797,1
30503,1
21294,1
4853,1
13121,0
26112,0
3813,0
8223,0
964,1
16182,0
1548,1
20748,0
15151,0
269,1
2078,1
12714,0
783,0
31474,0
29382,1
29386,1
26906,0
16582,0
14417,0
23690,0
13146,1
23848,0
30741,0
13912,0
5901,0
20124,0
10937,0
24764,0
13463,1
14878,0
19192,1
4156,0
12153,0
31239,0
23902,0
4893,1
21179,0
11911,0
12615,1
19040,0
10183,0
30042,0
14370,0
5792,0
8720,0
17042,1
23696,0
19443,0
15676,1
24351,1
751,0
2577,0
3538,0
22590,1
3887,0
12122,0
16535,0
17916,0
32811,0
31539,0
19507,0
20061,0
7244,0
2720,0
6066,0
9662,0
4179,0
29249,0
13391,0
14834,0
32114,1
14580,0
26803,0
8415,0
3794,0
30176,0
14303,1
25708,1
252,0
33197,1
4344,0
3759,0
2731,1
12575,0
20879,0
9541,0
22654,0
24068,1
18671,1
19581,0
1975,0
26169,1
30426,1
25707,0
20351,0
4468,0
9657,0
9033,1
25396,0
30079,0
32292,1
16121,1
19861,0
13328,1
543,0
10295,0
24561,0
27461,0
31399,0
12032,0
10031,0
21660,0
3155,0
27038,1
5431,0
13433,0
16929,0
12499,0
31842,0
15547,0
20398,0
12821,1
3853,1
12556,0
26177,0
8067,0
9403,0
13112,0
12486,1
8796,0
7687,0
6559,1
3352,0
17940,0
32321,0
14165,0
27889,0
28017,0
30377,1
9748,0
29692,0
25448,0
28345,0
16375,0
607,0
5952,1
25604,1
18993,1
9984,0
142,0
4747,1
33244,0
32209,0
3005,1
24322,0
26705,0
12487,0
19175,0
33357,0
22119,0
29990,0
15370,0
17937,0
23613,1
4216,0
25530,0
7235,0
14976,1
15502,0
2069,0
33139,1
9468,0
25820,1
18401,1
28970,1
50,1
21591,0
7715,1
26617,0
936,0
8894,0
22180,0
3120,0
11906,0
7222,0
6111,0
29172,0
18229,0
22239,0
19129,0
17040,0
24259,1
19834,1
23101,0
21628,0
10679,0
20845,1
31429,0
23841,1
32378,0
20618,0
13231,0
4379,0
16015,0
5954,0
26134,0
29814,0
27621,0
3755,0
14521,1
29642,1
17778,1
8812,0
5277,0
2762,0
4259,0
23721,1
33130,0
21508,1
29733,0
22146,0
8936,0
25520,0
30301,0
4792,0
15864,0
14235,0
6074,0
5565,1
22567,1
22197,1
23633,0
5983,0
9985,0
14351,1
28359,0
6774,0
5384,0
16762,0
13784,0
8409,1
9512,0
1640,0
7089,1
3989,0
2756,0
28672,0
110,0
31114,1
22981,0
18468,1
10672,0
25954,0
28980,1
19517,0
15613,0
5149,1
4065,1
16509,0
18360,0
19695,0
6765,0
20041,0
18313,1
30926,0
30328,1
9177,0
31020,1
2009,0
3188,1
28914,0
1199,0
10538,0
1792,0
25276,0
4907,0
19759,1
294,0
28153,0
28338,0
19327,0
6069,0
25306,0
12113,0
4592,0
14104,0
446,1
23452,0
12043,1
2135,1
33127,0
24439,0
33113,0
30128,1
31322,0
4366,0
21890,1
14160,0
16126,0
27616,0
24307,1
18147,0
4145,0
29837,0
24744,0
1710,0
31119,1
19160,0
23343,1
9323,0
744,0
9916,0
5307,0
30874,0
32300,0
25901,1
9376,0
18978,0
6988,0
19762,0
28270,0
4900,1
10269,0
6854,0
19252,0
26642,1
33071,0
18148,0
6852,0
14507,0
23327,0
6104,0
29309,0
28537,0
754,1
27015,0
30434,0
26028,0
9804,0
6387,0
11158,0
7552,0
1562,1
9583,1
15600,0
28097,0
27633,0
15066,0
1564,1
19767,0
1355,0
9022,1
5125,1
29495,0
4717,0
16720,0
6137,0
1285,0
24839,1
4359,0
13734,0
17219,1
2096,0
16112,0
23913,0
11507,0
15321,0
23678,0
27950,1
15295,0
18537,0
6863,0
28047,0
26708,1
17990,0
9035,0
10801,0
17320,0
624,0
22000,0
30555,1
16862,0
25649,0
1384,0
10605,0
10887,0
28870,0
17270,0
5816,1
23568,0
25042,0
15662,0
3551,0
20595,0
17776,0
1551,0
27183,0
32503,0
1761,0
30920,0
15655,0
30238,1
3394,0
3464,1
13189,0
18056,0
15047,0
32870,0
26065,0
25989,0
107,0
8395,0
23353,0
26225,0
22258,0
26916,0
24430,0
1585,0
3797,0
23050,0
5409,0
8405,1
8838,1
28659,0
17865,0
7331,1
9405,0
27404,0
20288,0
18472,1
22448,1
23068,0
9603,0
1984,1
3247,1
5778,1
27741,0
30601,0
1223,1
5535,1
5481,0
32175,0
20979,0
20957,0
20981,1
25519,0
22649,0
29482,0
7309,1
20854,0
29842,1
26834,0
10980,0
6128,0
1270,0
21492,0
27023,0
27085,0
31071,0
22838,1
30811,0
24774,1
29620,0
1982,0
19572,0
22382,0
5537,0
13612,1
1535,0
27061,0
16163,0
26787,0
15761,0
16009,0
4020,0
20522,1
22918,0
13377,1
6107,0
16143,1
10599,0
19360,1
8496,0
22440,0
23363,0
12781,0
24106,0
30487,1
19330,1
2355,0
2909,0
18037,1
12962,0
23350,0
32262,1
28421,0
9054,0
17244,0
31069,0
25324,0
7682,0
20368,0
18371,0
6896,1
8975,0
1883,0
31394,0
26123,0
2770,0
25139,0
26140,0
746,0
24695,0
33265,0
1495,0
22950,0
14579,0
24631,0
32490,0
27936,0
5338,0
15303,1
30678,0
156,0
26038,1
21916,0
1999,0
757,0
10268,1
6420,0
14230,1
18349,1
17238,0
6675,0
7628,0
24181,0
2114,0
2664,0
2290,0
23546,0
5682,0
6171,0
11396,0
21043,0
19797,1
3350,1
27620,0
13441,0
22538,0
14098,0
12776,0
5494,1
19098,0
8355,0
14758,0
3379,0
32791,0
20941,0
6623,0
22147,0
32539,0
17525,0
9241,0
25368,0
8171,0
12102,1
5713,0
28969,0
19382,1
29790,1
3509,0
2573,1
29125,0
14431,0
7251,0
31559,0
4040,0
31189,1
11199,1
10963,1
3288,0
4797,1
12177,0
18600,0
24494,1
18181,1
638,1
31623,0
32199,0
23882,0
12434,0
25976,1
15444,0
6869,0
11592,0
21831,1
10300,0
19420,0
17812,1
14315,0
14076,0
11797,0
3909,0
13877,0
29549,0
433,1
10753,0
11509,1
17591,0
14965,0
14722,0
1469,0
5853,0
4675,0
23985,0
22717,1
27817,1
19397,1
24903,0
30872,0
16376,0
1895,0
20848,0
1993,1
18768,0
22006,0
18323,0
32661,0
33258,1
24296,1
21781,1
20248,0
3506,0
7061,0
12272,0
32542,0
18834,0
6744,0
13339,1
20712,0
25805,0
19387,0
28471,0
17306,1
692,0
7493,0
30723,0
32470,0
22164,0
12331,1
31165,0
30395,0
5500,0
12611,1
2244,0
3986,0
29198,0
23080,0
30412,0
28378,0
6475,0
663,0
5591,0
15552,0
13313,0
30832,1
31166,0
7695,0
4395,0
8245,0
10452,0
3640,0
27673,0
30356,1
20701,0
18307,1
13799,0
12369,1
14279,0
29761,1
27320,1
17687,1
18685,0
18224,1
15972,0
30585,0
16884,0
28688,0
16068,0
10634,1
4933,0
12622,0
