pred,prob,id
<=50K,0.08858734,16190
>50K,0.9403111,1735
<=50K,0.08848933,18352
<=50K,0.08848933,20567
>50K,0.91871256,2307
<=50K,0.09424527,25602
<=50K,0.08848933,25612
<=50K,0.08848933,24046
<=50K,0.13291304,10702
>50K,0.74448895,27715
<=50K,0.08848933,23550
<=50K,0.093025155,14763
<=50K,0.16100332,7917
<=50K,0.112809084,23033
<=50K,0.12247737,30968
<=50K,0.09320075,23943
<=50K,0.40352008,29313
<=50K,0.14470814,11884
<=50K,0.093025155,22587
<=50K,0.093025155,14100
<=50K,0.3747553,3320
<=50K,0.08858621,7486
<=50K,0.3747553,15134
<=50K,0.45333883,25647
>50K,0.9398051,501
<=50K,0.093199566,8872
<=50K,0.08858734,7828
<=50K,0.40352008,9308
>50K,0.9398051,601
<=50K,0.092899,25940
<=50K,0.29244336,28024
<=50K,0.12247737,26010
<=50K,0.093025155,30378
<=50K,0.093025155,10984
<=50K,0.1211028,31632
<=50K,0.088673644,16006
>50K,0.7388688,19620
<=50K,0.26472554,23720
<=50K,0.10532179,17103
<=50K,0.3747553,17992
<=50K,0.093025155,29454
<=50K,0.08858621,19974
>50K,0.94146305,2497
<=50K,0.092206456,21449
<=50K,0.12433998,10752
<=50K,0.3747553,9523
<=50K,0.13701652,13493
<=50K,0.08858621,5526
<=50K,0.08848933,4755
<=50K,0.14193197,19968
>50K,0.79390085,59
>50K,0.74448895,16219
<=50K,0.29235476,21554
<=50K,0.3747553,5443
>50K,0.94146305,1990
<=50K,0.09725808,30747
<=50K,0.08848933,31257
<=50K,0.08848933,6020
<=50K,0.10379858,14802
>50K,0.94146305,2824
<=50K,0.08848933,14576
<=50K,0.093252935,25874
<=50K,0.088957675,18481
<=50K,0.21080163,13381
<=50K,0.08858621,27573
<=50K,0.111622386,30238
<=50K,0.372592,21017
<=50K,0.08848933,11383
<=50K,0.09320075,25464
<=50K,0.093025155,20046
<=50K,0.08848933,21005
<=50K,0.2724522,316
<=50K,0.3747553,5550
>50K,0.8683942,2871
<=50K,0.104445405,17643
<=50K,0.3862585,5106
<=50K,0.113332294,4402
>50K,0.80328274,420
>50K,0.7663953,12807
>50K,0.74448895,20624
<=50K,0.10379858,7552
<=50K,0.093025155,28814
<=50K,0.13523288,21496
<=50K,0.40352008,13754
<=50K,0.08848933,10226
<=50K,0.104445405,5591
>50K,0.9389179,575
<=50K,0.3529398,14659
<=50K,0.08858621,11059
<=50K,0.12988754,13061
<=50K,0.093025155,21390
<=50K,0.23156917,7732
<=50K,0.24265835,30548
>50K,0.76252586,6852
<=50K,0.093025155,6931
<=50K,0.08848933,20878
<=50K,0.12081612,18147
<=50K,0.08848933,6193
>50K,0.94146305,2886
<=50K,0.13395678,3842
>50K,0.94146305,1831
<=50K,0.119838186,27728
<=50K,0.3747553,16120
>50K,0.7393224,28576
>50K,0.7393224,11051
<=50K,0.3747553,7626
<=50K,0.103336826,17532
<=50K,0.41573948,24803
<=50K,0.08848933,26180
<=50K,0.08895651,20429
<=50K,0.09220765,30493
<=50K,0.088957675,20177
<=50K,0.08857555,25020
<=50K,0.13213682,30597
<=50K,0.104209274,21215
<=50K,0.08848933,29512
<=50K,0.3747553,12595
<=50K,0.12968692,25955
<=50K,0.13451053,12905
>50K,0.94136804,2759
<=50K,0.08848933,31718
<=50K,0.13066883,17497
<=50K,0.08848933,24003
<=50K,0.08867249,20773
<=50K,0.3747553,15996
>50K,0.5731573,17405
>50K,0.93651706,612
<=50K,0.20086768,3733
<=50K,0.093025155,12902
<=50K,0.08848933,28515
>50K,0.6468456,3131
<=50K,0.40352008,32511
<=50K,0.11214182,6425
<=50K,0.088957675,16405
<=50K,0.15703695,3223
<=50K,0.10462862,32000
>50K,0.7318163,4447
<=50K,0.08885929,18110
<=50K,0.08857555,4245
<=50K,0.088957675,10410
<=50K,0.40352008,18189
<=50K,0.08965539,21619
<=50K,0.3747553,18373
<=50K,0.13056578,14213
<=50K,0.40352008,26755
<=50K,0.08848933,18319
<=50K,0.13202074,3479
>50K,0.94124395,1905
>50K,0.75363725,20488
>50K,0.94146305,2054
<=50K,0.10412727,29760
>50K,0.7393224,26943
<=50K,0.13612005,16107
>50K,0.94130427,2577
<=50K,0.08848933,5569
<=50K,0.0924152,30779
<=50K,0.49306956,29078
<=50K,0.093025155,23573
>50K,0.7668346,16993
<=50K,0.088673644,26753
<=50K,0.088673644,24744
<=50K,0.21080163,23521
<=50K,0.08848933,22487
>50K,0.94146305,1881
<=50K,0.12978514,12195
>50K,0.93916106,2276
<=50K,0.13395678,16548
<=50K,0.41531974,11768
<=50K,0.08848933,31854
<=50K,0.3747553,28068
<=50K,0.372592,19667
<=50K,0.29235476,21157
<=50K,0.3747553,11735
<=50K,0.088673644,27517
<=50K,0.08848933,9928
<=50K,0.08848933,27471
<=50K,0.08848933,6413
<=50K,0.10689502,15744
<=50K,0.12247737,6000
<=50K,0.0937206,28743
<=50K,0.19635387,22170
<=50K,0.3862585,15443
<=50K,0.3747553,4411
<=50K,0.12340015,27900
<=50K,0.09320075,20152
<=50K,0.09522255,31775
<=50K,0.08885929,30989
<=50K,0.19494916,19197
<=50K,0.3747553,29701
>50K,0.74448895,11214
<=50K,0.093098156,31700
<=50K,0.3747553,4288
<=50K,0.40352008,31649
<=50K,0.21256115,28063
<=50K,0.4144385,30416
<=50K,0.13491835,5391
<=50K,0.3747553,21372
<=50K,0.40352008,32320
<=50K,0.08848933,24981
<=50K,0.4031771,15618
<=50K,0.0937206,16124
<=50K,0.09320075,18975
<=50K,0.13568398,3169
<=50K,0.08848933,25212
<=50K,0.08848933,11724
<=50K,0.3747553,17975
<=50K,0.13523288,15259
<=50K,0.093025155,10055
<=50K,0.093025155,4037
<=50K,0.104938656,17307
<=50K,0.08858621,6668
<=50K,0.09320075,7490
>50K,0.5368945,31842
<=50K,0.13068919,8240
<=50K,0.08848933,24570
<=50K,0.093025155,4067
<=50K,0.10294181,28827
<=50K,0.093252935,27971
>50K,0.93971014,512
<=50K,0.12968692,13709
<=50K,0.2613535,31408
<=50K,0.08867249,24932
<=50K,0.08858621,24316
<=50K,0.09355165,25440
>50K,0.7318163,32442
<=50K,0.093025155,24433
<=50K,0.372592,31348
<=50K,0.08848933,22974
<=50K,0.08858621,5675
<=50K,0.41531974,30190
<=50K,0.13202074,10922
<=50K,0.13291304,11067
<=50K,0.093025155,22207
<=50K,0.26743177,14326
<=50K,0.1956344,10432
>50K,0.74448895,28778
<=50K,0.09309576,11985
<=50K,0.40352008,26520
<=50K,0.3747553,5248
<=50K,0.13077047,9814
<=50K,0.41531974,21864
<=50K,0.15382367,8617
<=50K,0.092106044,13681
<=50K,0.09237353,31900
>50K,0.94146305,2266
<=50K,0.13346317,19650
>50K,0.7393224,32322
<=50K,0.09247421,4758
<=50K,0.3747553,5427
<=50K,0.093025155,5701
<=50K,0.44741505,10082
>50K,0.74125713,17428
>50K,0.7668346,26267
<=50K,0.093025155,14767
<=50K,0.16150416,25124
<=50K,0.08857555,5306
<=50K,0.3747553,16225
<=50K,0.08858621,17722
<=50K,0.08885929,26391
>50K,0.7393224,6794
<=50K,0.08965539,30815
<=50K,0.3747553,22044
<=50K,0.43298754,6517
<=50K,0.3747553,3149
<=50K,0.16070388,10840
<=50K,0.13157341,7785
>50K,0.71668357,9061
<=50K,0.18979359,3515
<=50K,0.378167,27333
<=50K,0.372592,22552
<=50K,0.093878716,22878
<=50K,0.18823168,13008
<=50K,0.3489458,9745
<=50K,0.10019625,22693
<=50K,0.1304452,20304
>50K,0.74448895,25795
<=50K,0.08858621,5868
<=50K,0.3747553,12505
>50K,0.6745187,10324
>50K,0.94146305,1904
<=50K,0.08848933,26669
<=50K,0.41531974,10265
<=50K,0.093025155,29613
<=50K,0.08848933,19805
<=50K,0.08848933,12103
<=50K,0.15646425,20491
<=50K,0.3747553,10438
<=50K,0.08858621,13329
<=50K,0.093025155,20481
<=50K,0.24265835,28773
<=50K,0.45394737,13312
<=50K,0.40352008,21384
<=50K,0.09237353,27131
>50K,0.74448895,20406
<=50K,0.09292273,27064
<=50K,0.08848933,6891
<=50K,0.08858734,6047
>50K,0.94146305,1811
<=50K,0.08848933,32484
<=50K,0.13157383,10353
<=50K,0.09231339,10657
<=50K,0.40352008,20277
>50K,0.93793106,1612
<=50K,0.08885929,22185
<=50K,0.1304452,4115
<=50K,0.21891196,16718
<=50K,0.08857555,29767
<=50K,0.08848933,23767
<=50K,0.08848933,24376
<=50K,0.40352008,15158
<=50K,0.12247737,25410
<=50K,0.08848933,22846
<=50K,0.08848933,30785
<=50K,0.09292273,12806
<=50K,0.3747553,9472
>50K,0.74448895,24331
>50K,0.60278463,17
<=50K,0.09320075,11540
<=50K,0.3747553,14723
<=50K,0.088673644,341
>50K,0.74448895,18925
<=50K,0.0924754,14226
<=50K,0.15713498,30850
<=50K,0.09302396,11975
<=50K,0.088957675,23488
<=50K,0.10317541,9656
<=50K,0.093025155,12304
<=50K,0.40352008,3290
<=50K,0.45394737,22244
<=50K,0.09522255,6930
<=50K,0.41531974,31916
<=50K,0.11233753,20033
<=50K,0.1365496,25553
<=50K,0.09231339,18320
<=50K,0.23835921,24082
<=50K,0.08965539,31410
<=50K,0.3747553,5490
<=50K,0.18971595,21586
<=50K,0.111950494,24233
<=50K,0.08858621,16574
<=50K,0.08848933,27392
<=50K,0.16998324,24941
<=50K,0.10395123,13585
<=50K,0.093025155,1507
<=50K,0.09355165,5767
<=50K,0.08848933,7559
<=50K,0.08848933,9382
<=50K,0.08858621,24227
>50K,0.7032495,6574
<=50K,0.08848933,30780
>50K,0.94146305,2516
<=50K,0.094866045,4960
<=50K,0.3529398,9062
<=50K,0.08858621,22679
<=50K,0.10357121,4675
<=50K,0.093025155,24131
<=50K,0.08848933,17525
<=50K,0.40352008,16053
<=50K,0.40352008,16726
<=50K,0.08848933,347
<=50K,0.093025155,32090
<=50K,0.08848933,17252
<=50K,0.26957288,13937
<=50K,0.3747553,15418
>50K,0.71634567,3642
<=50K,0.38322982,12
<=50K,0.09247421,11875
>50K,0.74125713,21992
<=50K,0.08848933,28160
<=50K,0.092589766,27240
<=50K,0.08848933,30806
<=50K,0.09307439,24332
<=50K,0.093252935,19049
<=50K,0.13542947,26974
<=50K,0.4012974,10341
>50K,0.7668346,31905
<=50K,0.3811391,24633
<=50K,0.08858621,9013
<=50K,0.3747553,4552
>50K,0.76252586,5278
<=50K,0.23111996,27312
<=50K,0.08858621,13811
<=50K,0.08895651,28586
<=50K,0.08848933,22931
>50K,0.94146305,2595
>50K,0.8018181,691
<=50K,0.08858734,12667
<=50K,0.3747553,24789
<=50K,0.08858621,29939
<=50K,0.41994736,24931
<=50K,0.093448706,20408
<=50K,0.08848933,4222
<=50K,0.18924023,29098
<=50K,0.22203541,30705
<=50K,0.13523288,1365
>50K,0.94146305,2592
<=50K,0.3747553,10808
>50K,0.93827385,549
<=50K,0.3747553,1198
>50K,0.7664932,15639
<=50K,0.08858621,19419
<=50K,0.08848933,6203
>50K,0.726068,22122
<=50K,0.38308752,20538
<=50K,0.08848933,1113
<=50K,0.093025155,15758
<=50K,0.40352008,13518
<=50K,0.093025155,18254
>50K,0.8248121,352
<=50K,0.108884476,14159
<=50K,0.09468763,25977
<=50K,0.093025155,31679
<=50K,0.093098156,21750
<=50K,0.08858621,9289
>50K,0.939005,435
<=50K,0.40352008,21212
<=50K,0.08848933,9261
>50K,0.7391143,10608
>50K,0.69966274,28437
>50K,0.7393224,21201
<=50K,0.08848933,24420
<=50K,0.08848933,14940
<=50K,0.39536455,27391
<=50K,0.38090542,26863
<=50K,0.09309576,26301
>50K,0.9403859,2217
<=50K,0.093025155,15471
<=50K,0.08885929,20168
<=50K,0.09320075,22222
<=50K,0.09302396,31530
<=50K,0.09302396,18293
<=50K,0.3747553,19085
<=50K,0.08848933,31106
>50K,0.7376728,17256
<=50K,0.2264701,21623
<=50K,0.092589766,12068
<=50K,0.12968692,13702
<=50K,0.107308,11072
<=50K,0.1211028,3889
<=50K,0.104445405,7721
<=50K,0.32751328,25493
<=50K,0.092589766,17701
<=50K,0.08848933,15640
<=50K,0.08848933,7219
<=50K,0.09302396,31984
<=50K,0.09230103,3946
>50K,0.9262954,482
<=50K,0.08955746,23797
<=50K,0.088957675,31642
>50K,0.9141231,822
>50K,0.93750006,585
>50K,0.7668346,30534
>50K,0.94133914,1523
<=50K,0.4012974,32403
<=50K,0.3747553,15304
<=50K,0.08848933,26667
<=50K,0.094866045,14074
<=50K,0.09302396,6502
<=50K,0.41573948,27393
<=50K,0.2264701,10383
<=50K,0.08858734,6223
<=50K,0.14985225,17491
<=50K,0.08848933,8138
<=50K,0.08848933,19877
<=50K,0.45394737,23134
<=50K,0.15216318,25449
>50K,0.7428607,9086
<=50K,0.08848933,20589
<=50K,0.3747553,9286
<=50K,0.08848933,15429
<=50K,0.09320075,31060
>50K,0.7668346,25036
<=50K,0.1954111,22174
<=50K,0.13442437,8992
<=50K,0.40352008,29149
<=50K,0.12380078,4161
<=50K,0.08858621,14811
<=50K,0.093025155,8718
<=50K,0.0937206,20365
<=50K,0.093025155,29974
<=50K,0.44073263,10584
<=50K,0.09320075,21112
<=50K,0.121931665,7661
<=50K,0.08848933,9998
>50K,0.93338686,2015
<=50K,0.0924152,12909
<=50K,0.08955746,16024
<=50K,0.08848933,10170
<=50K,0.093025155,10066
<=50K,0.08858621,12189
<=50K,0.10294181,3971
<=50K,0.08858621,32126
<=50K,0.08848933,23908
<=50K,0.08857555,6714
<=50K,0.234284,10747
<=50K,0.11823998,28312
<=50K,0.093025155,15384
<=50K,0.08858621,31086
<=50K,0.102627754,21993
<=50K,0.08848933,15599
<=50K,0.23299482,10569
<=50K,0.10253557,18740
<=50K,0.12837532,19540
<=50K,0.08848933,30353
<=50K,0.43047714,22022
<=50K,0.09231339,14796
<=50K,0.32657653,14248
<=50K,0.13157383,10591
<=50K,0.17986566,27055
<=50K,0.2126418,18233
<=50K,0.12824108,21827
<=50K,0.08955746,19821
<=50K,0.088673644,8494
<=50K,0.08848933,6923
<=50K,0.0924754,4735
>50K,0.73884887,25219
<=50K,0.1304452,16331
<=50K,0.10439212,20372
<=50K,0.08848933,23598
<=50K,0.21316476,3411
<=50K,0.13583444,27180
<=50K,0.13733941,22038
<=50K,0.2521616,16482
<=50K,0.09355165,24355
<=50K,0.09292273,25705
<=50K,0.104445405,20962
<=50K,0.41531974,9864
<=50K,0.09229984,25824
>50K,0.50568724,26711
<=50K,0.105630815,11398
<=50K,0.4031771,14371
<=50K,0.13291304,22722
>50K,0.74448895,20462
<=50K,0.088673644,13181
<=50K,0.20426813,27068
<=50K,0.10944427,1115
<=50K,0.40352008,27897
<=50K,0.08858621,29167
>50K,0.6970197,16769
<=50K,0.11723533,22489
<=50K,0.40352008,5562
<=50K,0.08857555,31946
>50K,0.5708796,14401
<=50K,0.19249314,32061
<=50K,0.093252935,19752
<=50K,0.33351356,3621
<=50K,0.08848933,15784
<=50K,0.2904515,22002
>50K,0.9248829,620
<=50K,0.088957675,30326
<=50K,0.08848933,26979
<=50K,0.08848933,25852
<=50K,0.13213682,18706
<=50K,0.3489458,21736
<=50K,0.3510486,5379
<=50K,0.093025155,12581
<=50K,0.08858621,32053
<=50K,0.08848933,7956
<=50K,0.08848933,16161
>50K,0.94146305,2644
<=50K,0.10379858,29485
>50K,0.94146305,2052
>50K,0.6767241,14209
<=50K,0.18971595,30900
<=50K,0.18971595,18695
<=50K,0.0937206,16632
<=50K,0.32751328,31007
<=50K,0.08858734,14837
<=50K,0.13482006,9160
<=50K,0.1101977,31819
<=50K,0.37599587,26432
<=50K,0.093025155,19191
<=50K,0.088673644,26013
>50K,0.94146305,2046
<=50K,0.11009596,19250
<=50K,0.08848933,22286
<=50K,0.08848933,31011
<=50K,0.13182865,14445
<=50K,0.08858621,4296
<=50K,0.23605084,28714
<=50K,0.32347006,15361
<=50K,0.41207033,8705
<=50K,0.3747553,19749
<=50K,0.08858621,7479
<=50K,0.3747553,21711
<=50K,0.12362459,5558
<=50K,0.45394737,31117
<=50K,0.08848933,26684
<=50K,0.4584413,22
<=50K,0.08848933,17885
<=50K,0.08848933,14312
>50K,0.93760294,465
<=50K,0.08848933,23480
<=50K,0.08955746,18704
<=50K,0.092032544,4361
<=50K,0.15398064,32212
<=50K,0.3489458,9649
>50K,0.705302,27044
<=50K,0.093252935,17071
>50K,0.94146305,2882
>50K,0.94146305,2200
<=50K,0.0924152,29031
<=50K,0.093252935,23273
<=50K,0.15125273,28165
<=50K,0.40786245,31827
<=50K,0.093025155,20749
<=50K,0.23835921,19392
<=50K,0.3507154,25693
>50K,0.93879306,364
<=50K,0.19677578,11769
<=50K,0.09355043,26356
<=50K,0.09309576,15583
<=50K,0.13291304,15216
<=50K,0.21021788,16475
<=50K,0.10601098,9608
<=50K,0.18924023,15886
<=50K,0.08867249,10862
<=50K,0.3747553,22294
<=50K,0.08858621,4703
<=50K,0.38308752,24750
<=50K,0.13341103,28659
<=50K,0.11214182,30081
<=50K,0.3862585,30288
<=50K,0.4031771,6788
<=50K,0.093025155,17399
>50K,0.76297015,15448
<=50K,0.0924152,11733
>50K,0.94086623,2252
>50K,0.7364644,22757
>50K,0.717089,26930
<=50K,0.3747553,23062
>50K,0.8149956,745
<=50K,0.09230103,29358
<=50K,0.09292273,7826
>50K,0.9367695,2271
<=50K,0.378167,23393
<=50K,0.093025155,22280
<=50K,0.09355165,22004
>50K,0.94146305,1809
<=50K,0.23299482,11760
<=50K,0.20154122,5155
<=50K,0.08848933,27291
<=50K,0.093025155,25286
<=50K,0.08848933,32517
<=50K,0.08857555,5189
<=50K,0.13157101,30793
<=50K,0.28751662,23578
>50K,0.7457634,7825
<=50K,0.09292273,5906
<=50K,0.08848933,13621
>50K,0.80328274,704
<=50K,0.11443558,24544
>50K,0.7136736,15770
<=50K,0.10317541,23609
<=50K,0.32548073,27667
<=50K,0.1160521,26090
<=50K,0.15635706,15646
<=50K,0.46606946,24497
<=50K,0.093025155,28405
<=50K,0.12988554,23173
<=50K,0.08857555,28776
<=50K,0.4012974,26818
<=50K,0.2724522,12759
<=50K,0.18979359,29246
<=50K,0.08848933,29621
<=50K,0.09302396,25470
>50K,0.7376728,19393
<=50K,0.093098156,16460
>50K,0.7664932,20015
<=50K,0.102696106,14000
